SBD,Toán,Ngữ Văn,Ngoại Ngữ,Vật Lý,Hóa Học,Sinh Học,Lịch Sử,Địa Lý,GDCD,KHTN,KHXH
56003421,7.6,6.0,4.2,7.25,7.0,6.25,-1,-1,-1,6.83,-1
56003422,4.2,5.25,3.2,-1,-1,-1,5.75,9.0,9.5,-1,8.08
56003423,2.6,3.75,3.4,-1,-1,-1,5.75,6.25,7.25,-1,6.42
56003424,5.4,5.25,3.4,5.5,4.5,4.5,-1,-1,-1,4.83,-1
56003425,4.8,4.75,3.8,-1,-1,-1,3.25,4.75,6.75,-1,4.92
56003426,3.8,3.5,2.6,-1,-1,-1,4.25,6.75,7.75,-1,6.25
56003427,4.6,5.25,4.8,-1,-1,-1,6.5,7.0,8.5,-1,7.33
56003428,4.0,5.0,3.2,5.5,4.0,3.25,-1,-1,-1,4.25,-1
56003429,3.6,5.0,3.6,4.5,3.25,4.75,4.5,5.75,7.0,4.17,5.75
56003430,6.2,4.75,4.4,7.75,6.5,6.5,-1,-1,-1,6.92,-1
56003431,4.0,4.0,3.0,-1,-1,-1,3.0,5.0,8.0,-1,5.33
56003432,7.2,7.25,9.6,-1,-1,-1,7.25,8.25,9.25,-1,8.25
56003433,3.4,4.25,3.4,-1,-1,-1,2.5,5.75,7.0,-1,5.08
56003434,3.4,4.25,3.2,-1,-1,-1,4.75,5.5,8.5,-1,6.25
56003435,6.8,5.5,4.4,5.5,4.75,5.75,-1,-1,-1,5.33,-1
56003436,5.4,4.25,2.2,-1,-1,-1,5.75,8.5,8.75,-1,7.67
56003437,3.0,4.0,3.6,3.25,2.25,6.0,5.5,7.5,8.25,3.83,7.08
56003438,4.0,5.0,2.6,-1,-1,-1,4.75,7.0,8.5,-1,6.75
56003439,4.6,3.5,5.2,-1,-1,-1,5.25,5.75,8.0,-1,6.33
56003440,3.2,4.25,3.4,-1,-1,-1,5.0,6.75,7.25,-1,6.33
56003441,3.8,4.75,3.2,-1,-1,-1,4.5,6.25,8.75,-1,6.5
