SBD,Toán,Ngữ Văn,Ngoại Ngữ,Vật Lý,Hóa Học,Sinh Học,Lịch Sử,Địa Lý,GDCD,KHTN,KHXH
25000197,6.8,4.5,5.4,4.75,6.75,8.0,-1,-1,-1,6.5,-1
25000198,8.2,4.5,8.4,8.75,5.25,5.5,-1,-1,-1,6.5,-1
25000199,8.0,8.5,5.4,-1,-1,-1,9.25,7.75,9.25,-1,8.75
25000200,9.2,6.75,8.6,8.5,8.25,7.25,-1,-1,-1,8.0,-1
25000201,6.0,7.75,5.8,-1,-1,-1,9.0,9.5,8.5,-1,9.0
25000202,8.6,6.0,7.6,-1,-1,-1,9.25,8.0,8.75,-1,8.67
25000203,9.8,6.5,7.8,9.5,9.5,9.0,-1,-1,-1,9.33,-1
25000204,9.4,6.5,9.4,9.25,5.0,5.75,-1,-1,-1,6.67,-1
25000205,8.0,6.75,-1,-1,-1,-1,4.25,6.5,9.0,-1,6.58
25000206,9.2,7.75,9.6,8.0,4.75,4.5,-1,-1,-1,5.75,-1
25000207,8.0,7.75,-1,-1,-1,-1,5.0,7.5,9.0,-1,7.17
25000208,8.6,6.75,6.4,4.75,9.75,9.25,-1,-1,-1,7.92,-1
25000209,8.8,8.0,9.4,7.5,3.75,4.25,-1,-1,-1,5.17,-1
25000210,9.4,6.25,7.8,6.0,-1,9.5,-1,-1,-1,8.5,-1
